Company_name,Company_type,Job_role,Experience_level,Total_Round,Round_no,Round_type,Topics,Difficulty_level
HashiCorp,Product,NLP Engineer,Fresher,4,1,Online Assessment,SQL,Easy
HashiCorp,Product,NLP Engineer,Fresher,4,1,Online Assessment,Data Structures & Algorithms,Medium
HashiCorp,Product,NLP Engineer,Fresher,4,1,Online Assessment,Verbal Ability,Medium
HashiCorp,Product,NLP Engineer,Fresher,4,2,Technical Interview,Data Structures & Algorithms,Hard
HashiCorp,Product,NLP Engineer,Fresher,4,2,Technical Interview,Security,Medium
HashiCorp,Product,NLP Engineer,Fresher,4,2,Technical Interview,Docker & Kubernetes,Hard
HashiCorp,Product,NLP Engineer,Fresher,4,3,Technical Interview,Operating System,Hard
HashiCorp,Product,NLP Engineer,Fresher,4,3,Technical Interview,Git,Hard
HashiCorp,Product,NLP Engineer,Fresher,4,3,Technical Interview,ETL Concepts,Hard
HashiCorp,Product,NLP Engineer,Fresher,4,4,Hr Interview,Career Goals,Easy
HashiCorp,Product,NLP Engineer,Fresher,4,4,Hr Interview,Self Assessment,Hard
Cloudflare,Product,AI Engineer,2 Years,5,1,Technical Interview,Low Level Design,Hard
Cloudflare,Product,AI Engineer,2 Years,5,1,Technical Interview,Docker & Kubernetes,Hard
Cloudflare,Product,AI Engineer,2 Years,5,1,Technical Interview,Cloud Computing,Medium
Cloudflare,Product,AI Engineer,2 Years,5,2,Technical Interview,Data Structures & Algorithms,Hard
Cloudflare,Product,AI Engineer,2 Years,5,2,Technical Interview,Git,Hard
Cloudflare,Product,AI Engineer,2 Years,5,2,Technical Interview,Operating System,Medium
Cloudflare,Product,AI Engineer,2 Years,5,3,System Design Interview,DBMS,Hard
Cloudflare,Product,AI Engineer,2 Years,5,3,System Design Interview,System Design,Medium
Cloudflare,Product,AI Engineer,2 Years,5,4,Managerial Interview,Team & Leadership,Medium
Cloudflare,Product,AI Engineer,2 Years,5,5,Hr Interview,Behavioral Questions,Easy
Cloudflare,Product,AI Engineer,2 Years,5,5,Hr Interview,Career Goals,Hard
Cloudflare,Product,Data Scientist,2 Years,5,1,Technical Interview,Spring Boot,Hard
Cloudflare,Product,Data Scientist,2 Years,5,1,Technical Interview,DBMS,Medium
Cloudflare,Product,Data Scientist,2 Years,5,1,Technical Interview,Machine Learning,Hard
Cloudflare,Product,Data Scientist,2 Years,5,2,Technical Interview,Deep Learning,Medium
Cloudflare,Product,Data Scientist,2 Years,5,2,Technical Interview,Operating System,Medium
Cloudflare,Product,Data Scientist,2 Years,5,2,Technical Interview,Data Modeling,Hard
Cloudflare,Product,Data Scientist,2 Years,5,3,System Design Interview,System Design,Medium
Cloudflare,Product,Data Scientist,2 Years,5,3,System Design Interview,DBMS,Hard
Cloudflare,Product,Data Scientist,2 Years,5,4,Managerial Interview,Team & Leadership,Easy
Cloudflare,Product,Data Scientist,2 Years,5,5,Hr Interview,Salary Discussion,Easy
Cloudflare,Product,Data Scientist,2 Years,5,5,Hr Interview,Team & Leadership,Medium
Okta,Product,AI Engineer,1 Year,5,1,Technical Interview,React,Medium
Okta,Product,AI Engineer,1 Year,5,1,Technical Interview,DBMS,Medium
Okta,Product,AI Engineer,1 Year,5,1,Technical Interview,Data Structures & Algorithms,Hard
Okta,Product,AI Engineer,1 Year,5,2,Technical Interview,Docker & Kubernetes,Easy
Okta,Product,AI Engineer,1 Year,5,2,Technical Interview,Cloud Computing,Hard
Okta,Product,AI Engineer,1 Year,5,2,Technical Interview,DBMS,Hard
Okta,Product,AI Engineer,1 Year,5,3,System Design Interview,System Design,Hard
Okta,Product,AI Engineer,1 Year,5,4,Managerial Interview,Project Discussion,Medium
Okta,Product,AI Engineer,1 Year,5,4,Managerial Interview,Team & Leadership,Hard
Okta,Product,AI Engineer,1 Year,5,5,Hr Interview,Resume Discussion,Medium
Okta,Product,AI Engineer,1 Year,5,5,Hr Interview,Team & Leadership,Easy
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,1,Online Assessment,Data Structures & Algorithms,Medium
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,1,Online Assessment,Java,Hard
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,1,Online Assessment,Data Structures & Algorithms,Medium
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,2,Technical Interview,Data Structures & Algorithms,Hard
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,2,Technical Interview,DBMS,Hard
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,2,Technical Interview,Operating System,Medium
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,3,Technical Interview,Data Structures & Algorithms,Medium
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,3,Technical Interview,Deep Learning,Medium
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,4,Hr Interview,Team & Leadership,Medium
Palo Alto Networks,Product,Site Reliability Engineer,Fresher,4,4,Hr Interview,Career Goals,Easy
Palo Alto Networks,Product,Security Engineer,2 Years,5,1,Technical Interview,Operating System,Medium
Palo Alto Networks,Product,Security Engineer,2 Years,5,1,Technical Interview,ETL Concepts,Hard
Palo Alto Networks,Product,Security Engineer,2 Years,5,1,Technical Interview,REST APIs,Hard
Palo Alto Networks,Product,Security Engineer,2 Years,5,2,Technical Interview,Node.js,Easy
Palo Alto Networks,Product,Security Engineer,2 Years,5,2,Technical Interview,Data Structures & Algorithms,Hard
Palo Alto Networks,Product,Security Engineer,2 Years,5,2,Technical Interview,Docker & Kubernetes,Medium
Palo Alto Networks,Product,Security Engineer,2 Years,5,3,System Design Interview,System Design,Medium
Palo Alto Networks,Product,Security Engineer,2 Years,5,4,Managerial Interview,Team & Leadership,Easy
Palo Alto Networks,Product,Security Engineer,2 Years,5,5,Hr Interview,Salary Discussion,Easy
Palo Alto Networks,Product,Security Engineer,2 Years,5,5,Hr Interview,Career Goals,Easy
Palo Alto Networks,Product,DevOps Engineer,2 Years,5,1,Technical Interview,Data Modeling,Hard
Palo Alto Networks,Product,DevOps Engineer,2 Years,5,1,Technical Interview,System Design,Medium
Palo Alto Networks,Product,DevOps Engineer,2 Years,5,2,Technical Interview,ETL Concepts,Hard
Palo Alto Networks,Product,DevOps Engineer,2 Years,5,2,Technical Interview,Data Structures & Algorithms,Hard
Palo Alto Networks,Product,DevOps Engineer,2 Years,5,2,Technical Interview,Statistics,Hard
Palo Alto Networks,Product,DevOps Engineer,2 Years,5,3,System Design Interview,System Design,Hard
Palo Alto Networks,Product,DevOps Engineer,2 Years,5,4,Managerial Interview,Team & Leadership,Easy
Palo Alto Networks,Product,DevOps Engineer,2 Years,5,5,Hr Interview,Self Assessment,Easy
Palo Alto Networks,Product,DevOps Engineer,2 Years,5,5,Hr Interview,Salary Discussion,Easy
CrowdStrike,Product,AI Engineer,1 Year,5,1,Technical Interview,System Design,Hard
CrowdStrike,Product,AI Engineer,1 Year,5,1,Technical Interview,ETL Concepts,Easy
CrowdStrike,Product,AI Engineer,1 Year,5,1,Technical Interview,Operating System,Medium
CrowdStrike,Product,AI Engineer,1 Year,5,2,Technical Interview,Statistics,Hard
CrowdStrike,Product,AI Engineer,1 Year,5,2,Technical Interview,Linux,Medium
CrowdStrike,Product,AI Engineer,1 Year,5,2,Technical Interview,DBMS,Hard
CrowdStrike,Product,AI Engineer,1 Year,5,3,System Design Interview,System Design,Hard
CrowdStrike,Product,AI Engineer,1 Year,5,4,Managerial Interview,Team & Leadership,Medium
CrowdStrike,Product,AI Engineer,1 Year,5,4,Managerial Interview,Project Discussion,Medium
CrowdStrike,Product,AI Engineer,1 Year,5,5,Hr Interview,Team & Leadership,Medium
CrowdStrike,Product,AI Engineer,1 Year,5,5,Hr Interview,Project Discussion,Easy
CrowdStrike,Product,SDE-2,3 Years,5,1,Technical Interview,Java,Medium
CrowdStrike,Product,SDE-2,3 Years,5,1,Technical Interview,Data Structures & Algorithms,Easy
CrowdStrike,Product,SDE-2,3 Years,5,1,Technical Interview,React,Medium
CrowdStrike,Product,SDE-2,3 Years,5,2,Technical Interview,Docker & Kubernetes,Medium
CrowdStrike,Product,SDE-2,3 Years,5,2,Technical Interview,Data Structures & Algorithms,Easy
CrowdStrike,Product,SDE-2,3 Years,5,2,Technical Interview,Web Technologies,Medium
CrowdStrike,Product,SDE-2,3 Years,5,3,System Design Interview,System Design,Hard
CrowdStrike,Product,SDE-2,3 Years,5,4,Managerial Interview,Project Discussion,Hard
CrowdStrike,Product,SDE-2,3 Years,5,4,Managerial Interview,Team & Leadership,Medium
CrowdStrike,Product,SDE-2,3 Years,5,5,Hr Interview,Career Goals,Easy
CrowdStrike,Product,SDE-2,3 Years,5,5,Hr Interview,Team & Leadership,Easy
Zscaler,Product,Data Engineer,2 Years,5,1,Technical Interview,Security,Hard
Zscaler,Product,Data Engineer,2 Years,5,1,Technical Interview,Spring Boot,Hard
Zscaler,Product,Data Engineer,2 Years,5,1,Technical Interview,Operating System,Hard
Zscaler,Product,Data Engineer,2 Years,5,2,Technical Interview,DBMS,Medium
Zscaler,Product,Data Engineer,2 Years,5,2,Technical Interview,Git,Hard
Zscaler,Product,Data Engineer,2 Years,5,2,Technical Interview,OOPs,Hard
Zscaler,Product,Data Engineer,2 Years,5,3,System Design Interview,System Design,Easy
Zscaler,Product,Data Engineer,2 Years,5,4,Managerial Interview,Team & Leadership,Medium
Zscaler,Product,Data Engineer,2 Years,5,5,Hr Interview,Team & Leadership,Medium
Zscaler,Product,Android Engineer,1 Year,5,1,Technical Interview,Deep Learning,Easy
Zscaler,Product,Android Engineer,1 Year,5,1,Technical Interview,REST APIs,Hard
Zscaler,Product,Android Engineer,1 Year,5,1,Technical Interview,OOPs,Hard
Zscaler,Product,Android Engineer,1 Year,5,2,Technical Interview,Data Structures & Algorithms,Easy
Zscaler,Product,Android Engineer,1 Year,5,2,Technical Interview,System Design,Hard
Zscaler,Product,Android Engineer,1 Year,5,3,System Design Interview,System Design,Hard
Zscaler,Product,Android Engineer,1 Year,5,3,System Design Interview,DBMS,Hard
Zscaler,Product,Android Engineer,1 Year,5,4,Managerial Interview,Team & Leadership,Easy
Zscaler,Product,Android Engineer,1 Year,5,5,Hr Interview,Resume Discussion,Easy
Zscaler,Product,Android Engineer,1 Year,5,5,Hr Interview,Behavioral Questions,Easy
Zscaler,Product,Cyber Security Engineer,2 Years,5,1,Technical Interview,Operating System,Hard
Zscaler,Product,Cyber Security Engineer,2 Years,5,1,Technical Interview,ETL Concepts,Hard
Zscaler,Product,Cyber Security Engineer,2 Years,5,2,Technical Interview,NoSQL,Medium
Zscaler,Product,Cyber Security Engineer,2 Years,5,2,Technical Interview,Data Structures & Algorithms,Medium
Zscaler,Product,Cyber Security Engineer,2 Years,5,2,Technical Interview,Low Level Design,Hard
Zscaler,Product,Cyber Security Engineer,2 Years,5,3,System Design Interview,System Design,Hard
Zscaler,Product,Cyber Security Engineer,2 Years,5,4,Managerial Interview,Project Discussion,Hard
Zscaler,Product,Cyber Security Engineer,2 Years,5,4,Managerial Interview,Team & Leadership,Medium
Zscaler,Product,Cyber Security Engineer,2 Years,5,5,Hr Interview,Team & Leadership,Medium
Zscaler,Product,Cyber Security Engineer,2 Years,5,5,Hr Interview,Salary Discussion,Easy
Datadog,Product,iOS Engineer,1 Year,5,1,Technical Interview,Operating System,Hard
Datadog,Product,iOS Engineer,1 Year,5,1,Technical Interview,Data Structures & Algorithms,Medium
Datadog,Product,iOS Engineer,1 Year,5,1,Technical Interview,System Design,Hard
Datadog,Product,iOS Engineer,1 Year,5,2,Technical Interview,Data Structures & Algorithms,Medium
Datadog,Product,iOS Engineer,1 Year,5,2,Technical Interview,System Design,Medium
Datadog,Product,iOS Engineer,1 Year,5,2,Technical Interview,Operating System,Hard
Datadog,Product,iOS Engineer,1 Year,5,3,System Design Interview,System Design,Medium
Datadog,Product,iOS Engineer,1 Year,5,3,System Design Interview,DBMS,Medium
Datadog,Product,iOS Engineer,1 Year,5,4,Managerial Interview,Team & Leadership,Hard
Datadog,Product,iOS Engineer,1 Year,5,5,Hr Interview,Behavioral Questions,Easy
Datadog,Product,iOS Engineer,1 Year,5,5,Hr Interview,Resume Discussion,Medium
Datadog,Product,SDE-2,Fresher,5,1,Online Assessment,Python,Medium
Datadog,Product,SDE-2,Fresher,5,1,Online Assessment,OOPs,Medium
Datadog,Product,SDE-2,Fresher,5,1,Online Assessment,Data Structures & Algorithms,Medium
Datadog,Product,SDE-2,Fresher,5,2,Technical Interview,CI/CD,Medium
Datadog,Product,SDE-2,Fresher,5,2,Technical Interview,Docker & Kubernetes,Medium
Datadog,Product,SDE-2,Fresher,5,2,Technical Interview,Data Structures & Algorithms,Hard
Datadog,Product,SDE-2,Fresher,5,3,Technical Interview,Data Structures & Algorithms,Hard
Datadog,Product,SDE-2,Fresher,5,3,Technical Interview,System Design,Medium
Datadog,Product,SDE-2,Fresher,5,3,Technical Interview,Data Modeling,Hard
Datadog,Product,SDE-2,Fresher,5,4,System Design Interview,System Design,Medium
Datadog,Product,SDE-2,Fresher,5,5,Hr Interview,Self Assessment,Easy
Datadog,Product,SDE-2,Fresher,5,5,Hr Interview,Salary Discussion,Easy
New Relic,Product,MLOps Engineer,Fresher,4,1,Online Assessment,OOPs,Medium
New Relic,Product,MLOps Engineer,Fresher,4,1,Online Assessment,SQL,Medium
New Relic,Product,MLOps Engineer,Fresher,4,1,Online Assessment,Aptitude & Reasoning,Easy
New Relic,Product,MLOps Engineer,Fresher,4,2,Technical Interview,Docker & Kubernetes,Hard
New Relic,Product,MLOps Engineer,Fresher,4,2,Technical Interview,React,Medium
New Relic,Product,MLOps Engineer,Fresher,4,2,Technical Interview,Dynamic Programming,Medium
New Relic,Product,MLOps Engineer,Fresher,4,3,Technical Interview,Machine Learning,Hard
New Relic,Product,MLOps Engineer,Fresher,4,3,Technical Interview,Operating System,Medium
New Relic,Product,MLOps Engineer,Fresher,4,3,Technical Interview,Computer Networks,Medium
New Relic,Product,MLOps Engineer,Fresher,4,4,Hr Interview,Salary Discussion,Easy
New Relic,Product,MLOps Engineer,Fresher,4,4,Hr Interview,Behavioral Questions,Medium
New Relic,Product,NLP Engineer,5 Years,5,1,Technical Interview,DBMS,Medium
New Relic,Product,NLP Engineer,5 Years,5,1,Technical Interview,ETL Concepts,Hard
New Relic,Product,NLP Engineer,5 Years,5,1,Technical Interview,CI/CD,Hard
New Relic,Product,NLP Engineer,5 Years,5,2,Technical Interview,DBMS,Medium
New Relic,Product,NLP Engineer,5 Years,5,2,Technical Interview,Data Structures & Algorithms,Hard
New Relic,Product,NLP Engineer,5 Years,5,3,System Design Interview,System Design,Hard
New Relic,Product,NLP Engineer,5 Years,5,4,Managerial Interview,Project Discussion,Easy
New Relic,Product,NLP Engineer,5 Years,5,4,Managerial Interview,Team & Leadership,Hard
New Relic,Product,NLP Engineer,5 Years,5,5,Hr Interview,Self Assessment,Medium
New Relic,Product,NLP Engineer,5 Years,5,5,Hr Interview,Resume Discussion,Easy
Elastic,Product,Full Stack Engineer,Fresher,5,1,Online Assessment,SQL,Easy
Elastic,Product,Full Stack Engineer,Fresher,5,1,Online Assessment,Data Structures & Algorithms,Medium
Elastic,Product,Full Stack Engineer,Fresher,5,1,Online Assessment,Data Structures & Algorithms,Easy
Elastic,Product,Full Stack Engineer,Fresher,5,2,Technical Interview,DBMS,Hard
Elastic,Product,Full Stack Engineer,Fresher,5,2,Technical Interview,NoSQL,Hard
Elastic,Product,Full Stack Engineer,Fresher,5,2,Technical Interview,Operating System,Easy
Elastic,Product,Full Stack Engineer,Fresher,5,3,Technical Interview,Operating System,Easy
Elastic,Product,Full Stack Engineer,Fresher,5,3,Technical Interview,React,Medium
Elastic,Product,Full Stack Engineer,Fresher,5,4,System Design Interview,System Design,Hard
Elastic,Product,Full Stack Engineer,Fresher,5,5,Hr Interview,Team & Leadership,Easy
Elastic,Product,Full Stack Engineer,Fresher,5,5,Hr Interview,Behavioral Questions,Easy
Elastic,Product,Product Manager,1 Year,5,1,Technical Interview,REST APIs,Medium
Elastic,Product,Product Manager,1 Year,5,1,Technical Interview,Operating System,Medium
Elastic,Product,Product Manager,1 Year,5,1,Technical Interview,Data Structures & Algorithms,Hard
Elastic,Product,Product Manager,1 Year,5,2,Technical Interview,Operating System,Medium
Elastic,Product,Product Manager,1 Year,5,2,Technical Interview,Linux,Medium
Elastic,Product,Product Manager,1 Year,5,2,Technical Interview,Web Technologies,Hard
Elastic,Product,Product Manager,1 Year,5,3,System Design Interview,System Design,Hard
Elastic,Product,Product Manager,1 Year,5,4,Managerial Interview,Project Discussion,Medium
Elastic,Product,Product Manager,1 Year,5,4,Managerial Interview,Team & Leadership,Medium
Elastic,Product,Product Manager,1 Year,5,5,Hr Interview,Team & Leadership,Medium
Elastic,Product,Product Manager,1 Year,5,5,Hr Interview,Resume Discussion,Medium
Elastic,Product,Data Scientist,3 Years,5,1,Technical Interview,Node.js,Hard
Elastic,Product,Data Scientist,3 Years,5,1,Technical Interview,DBMS,Hard
Elastic,Product,Data Scientist,3 Years,5,1,Technical Interview,CI/CD,Easy
Elastic,Product,Data Scientist,3 Years,5,2,Technical Interview,Data Structures & Algorithms,Medium
Elastic,Product,Data Scientist,3 Years,5,2,Technical Interview,Dynamic Programming,Hard
Elastic,Product,Data Scientist,3 Years,5,2,Technical Interview,Low Level Design,Hard
Elastic,Product,Data Scientist,3 Years,5,3,System Design Interview,System Design,Easy
Elastic,Product,Data Scientist,3 Years,5,4,Managerial Interview,Team & Leadership,Medium
Elastic,Product,Data Scientist,3 Years,5,5,Hr Interview,Salary Discussion,Hard
Elastic,Product,Data Scientist,3 Years,5,5,Hr Interview,Resume Discussion,Easy
MongoDB,Product,iOS Engineer,Fresher,4,1,Online Assessment,Java,Easy
MongoDB,Product,iOS Engineer,Fresher,4,1,Online Assessment,Data Structures & Algorithms,Hard
MongoDB,Product,iOS Engineer,Fresher,4,2,Technical Interview,Operating System,Hard
MongoDB,Product,iOS Engineer,Fresher,4,2,Technical Interview,CI/CD,Medium
MongoDB,Product,iOS Engineer,Fresher,4,2,Technical Interview,Security,Hard
MongoDB,Product,iOS Engineer,Fresher,4,3,Technical Interview,Operating System,Easy
MongoDB,Product,iOS Engineer,Fresher,4,3,Technical Interview,Data Structures & Algorithms,Medium
MongoDB,Product,iOS Engineer,Fresher,4,3,Technical Interview,Git,Hard
MongoDB,Product,iOS Engineer,Fresher,4,4,Hr Interview,Salary Discussion,Medium
MongoDB,Product,iOS Engineer,Fresher,4,4,Hr Interview,Self Assessment,Hard
MongoDB,Product,iOS Engineer,2 Years,5,1,Technical Interview,Data Structures & Algorithms,Hard
MongoDB,Product,iOS Engineer,2 Years,5,1,Technical Interview,DBMS,Medium
MongoDB,Product,iOS Engineer,2 Years,5,1,Technical Interview,Deep Learning,Medium
MongoDB,Product,iOS Engineer,2 Years,5,2,Technical Interview,Operating System,Medium
MongoDB,Product,iOS Engineer,2 Years,5,2,Technical Interview,Security,Hard
MongoDB,Product,iOS Engineer,2 Years,5,2,Technical Interview,Node.js,Medium
MongoDB,Product,iOS Engineer,2 Years,5,3,System Design Interview,System Design,Medium
MongoDB,Product,iOS Engineer,2 Years,5,4,Managerial Interview,Team & Leadership,Medium
MongoDB,Product,iOS Engineer,2 Years,5,5,Hr Interview,Behavioral Questions,Easy
MongoDB,Product,iOS Engineer,2 Years,5,5,Hr Interview,Team & Leadership,Easy
MongoDB,Product,SDE,2 Years,5,1,Technical Interview,Spring Boot,Medium
MongoDB,Product,SDE,2 Years,5,1,Technical Interview,Linux,Easy
MongoDB,Product,SDE,2 Years,5,1,Technical Interview,Deep Learning,Medium
MongoDB,Product,SDE,2 Years,5,2,Technical Interview,Operating System,Medium
MongoDB,Product,SDE,2 Years,5,2,Technical Interview,Data Structures & Algorithms,Easy
MongoDB,Product,SDE,2 Years,5,2,Technical Interview,React,Hard
MongoDB,Product,SDE,2 Years,5,3,System Design Interview,System Design,Medium
MongoDB,Product,SDE,2 Years,5,4,Managerial Interview,Team & Leadership,Easy
MongoDB,Product,SDE,2 Years,5,5,Hr Interview,Behavioral Questions,Easy
MongoDB,Product,SDE,2 Years,5,5,Hr Interview,Self Assessment,Medium
Redis Labs,Product,Product Manager,2 Years,5,1,Technical Interview,Docker & Kubernetes,Medium
Redis Labs,Product,Product Manager,2 Years,5,1,Technical Interview,Deep Learning,Medium
Redis Labs,Product,Product Manager,2 Years,5,1,Technical Interview,Data Structures & Algorithms,Medium
Redis Labs,Product,Product Manager,2 Years,5,2,Technical Interview,Docker & Kubernetes,Medium
Redis Labs,Product,Product Manager,2 Years,5,2,Technical Interview,Data Structures & Algorithms,Hard
Redis Labs,Product,Product Manager,2 Years,5,2,Technical Interview,DBMS,Hard
Redis Labs,Product,Product Manager,2 Years,5,3,System Design Interview,System Design,Hard
Redis Labs,Product,Product Manager,2 Years,5,4,Managerial Interview,Team & Leadership,Easy
Redis Labs,Product,Product Manager,2 Years,5,5,Hr Interview,Self Assessment,Medium
Redis Labs,Product,Product Manager,2 Years,5,5,Hr Interview,Team & Leadership,Easy
Confluent,Product,Data Engineer,5 Years,5,1,Technical Interview,Java,Hard
Confluent,Product,Data Engineer,5 Years,5,1,Technical Interview,Docker & Kubernetes,Hard
Confluent,Product,Data Engineer,5 Years,5,2,Technical Interview,SQL,Medium
Confluent,Product,Data Engineer,5 Years,5,2,Technical Interview,Web Technologies,Hard
Confluent,Product,Data Engineer,5 Years,5,2,Technical Interview,Docker & Kubernetes,Medium
Confluent,Product,Data Engineer,5 Years,5,3,System Design Interview,System Design,Medium
Confluent,Product,Data Engineer,5 Years,5,4,Managerial Interview,Team & Leadership,Easy
Confluent,Product,Data Engineer,5 Years,5,5,Hr Interview,Self Assessment,Easy
Confluent,Product,Data Engineer,5 Years,5,5,Hr Interview,Team & Leadership,Medium
Confluent,Product,SDE,3 Years,5,1,Technical Interview,Statistics,Hard
Confluent,Product,SDE,3 Years,5,1,Technical Interview,System Design,Hard
Confluent,Product,SDE,3 Years,5,1,Technical Interview,Spring Boot,Easy
Confluent,Product,SDE,3 Years,5,2,Technical Interview,React,Medium
Confluent,Product,SDE,3 Years,5,2,Technical Interview,ETL Concepts,Medium
Confluent,Product,SDE,3 Years,5,2,Technical Interview,Data Structures & Algorithms,Medium
Confluent,Product,SDE,3 Years,5,3,System Design Interview,System Design,Hard
Confluent,Product,SDE,3 Years,5,4,Managerial Interview,Team & Leadership,Medium
Confluent,Product,SDE,3 Years,5,5,Hr Interview,Team & Leadership,Easy
Splunk,Product,AI Engineer,5 Years,5,1,Technical Interview,DBMS,Hard
Splunk,Product,AI Engineer,5 Years,5,1,Technical Interview,Operating System,Hard
Splunk,Product,AI Engineer,5 Years,5,1,Technical Interview,Computer Networks,Medium
Splunk,Product,AI Engineer,5 Years,5,2,Technical Interview,DBMS,Hard
Splunk,Product,AI Engineer,5 Years,5,2,Technical Interview,Operating System,Hard
Splunk,Product,AI Engineer,5 Years,5,2,Technical Interview,Dynamic Programming,Hard
Splunk,Product,AI Engineer,5 Years,5,3,System Design Interview,System Design,Hard
Splunk,Product,AI Engineer,5 Years,5,4,Managerial Interview,Team & Leadership,Medium
Splunk,Product,AI Engineer,5 Years,5,5,Hr Interview,Self Assessment,Easy
Splunk,Product,MLOps Engineer,5 Years,5,1,Technical Interview,Data Modeling,Medium
Splunk,Product,MLOps Engineer,5 Years,5,1,Technical Interview,Data Structures & Algorithms,Easy
Splunk,Product,MLOps Engineer,5 Years,5,1,Technical Interview,Python,Medium
Splunk,Product,MLOps Engineer,5 Years,5,2,Technical Interview,React,Hard
Splunk,Product,MLOps Engineer,5 Years,5,2,Technical Interview,Operating System,Hard
Splunk,Product,MLOps Engineer,5 Years,5,2,Technical Interview,OOPs,Medium
Splunk,Product,MLOps Engineer,5 Years,5,3,System Design Interview,System Design,Hard
Splunk,Product,MLOps Engineer,5 Years,5,4,Managerial Interview,Team & Leadership,Easy
Splunk,Product,MLOps Engineer,5 Years,5,5,Hr Interview,Team & Leadership,Easy
Splunk,Product,MLOps Engineer,5 Years,5,5,Hr Interview,Salary Discussion,Easy
Tableau,Product,ML Engineer,Fresher,5,1,Online Assessment,Aptitude & Reasoning,Easy
Tableau,Product,ML Engineer,Fresher,5,1,Online Assessment,Data Structures & Algorithms,Hard
Tableau,Product,ML Engineer,Fresher,5,2,Technical Interview,System Design,Hard
Tableau,Product,ML Engineer,Fresher,5,2,Technical Interview,Data Structures & Algorithms,Medium
Tableau,Product,ML Engineer,Fresher,5,2,Technical Interview,SQL,Medium
Tableau,Product,ML Engineer,Fresher,5,3,Technical Interview,Data Structures & Algorithms,Hard
Tableau,Product,ML Engineer,Fresher,5,3,Technical Interview,Low Level Design,Medium
Tableau,Product,ML Engineer,Fresher,5,3,Technical Interview,Web Technologies,Hard
Tableau,Product,ML Engineer,Fresher,5,4,System Design Interview,System Design,Hard
Tableau,Product,ML Engineer,Fresher,5,5,Hr Interview,Team & Leadership,Easy
Tableau,Product,ML Engineer,Fresher,5,5,Hr Interview,Self Assessment,Easy
Tableau,Product,Backend Engineer,1 Year,5,1,Technical Interview,Deep Learning,Hard
Tableau,Product,Backend Engineer,1 Year,5,1,Technical Interview,Statistics,Hard
Tableau,Product,Backend Engineer,1 Year,5,1,Technical Interview,DBMS,Hard
Tableau,Product,Backend Engineer,1 Year,5,2,Technical Interview,Linux,Medium
Tableau,Product,Backend Engineer,1 Year,5,2,Technical Interview,Docker & Kubernetes,Medium
Tableau,Product,Backend Engineer,1 Year,5,2,Technical Interview,REST APIs,Hard
Tableau,Product,Backend Engineer,1 Year,5,3,System Design Interview,System Design,Medium
Tableau,Product,Backend Engineer,1 Year,5,4,Managerial Interview,Team & Leadership,Medium
Tableau,Product,Backend Engineer,1 Year,5,5,Hr Interview,Behavioral Questions,Medium
Tableau,Product,Backend Engineer,1 Year,5,5,Hr Interview,Career Goals,Easy
Tableau,Product,Product Manager,2 Years,5,1,Technical Interview,OOPs,Medium
Tableau,Product,Product Manager,2 Years,5,1,Technical Interview,System Design,Medium
Tableau,Product,Product Manager,2 Years,5,1,Technical Interview,Docker & Kubernetes,Medium
Tableau,Product,Product Manager,2 Years,5,2,Technical Interview,Security,Medium
Tableau,Product,Product Manager,2 Years,5,2,Technical Interview,React,Medium
Tableau,Product,Product Manager,2 Years,5,2,Technical Interview,Operating System,Medium
Tableau,Product,Product Manager,2 Years,5,3,System Design Interview,System Design,Medium
Tableau,Product,Product Manager,2 Years,5,4,Managerial Interview,Team & Leadership,Hard
Tableau,Product,Product Manager,2 Years,5,5,Hr Interview,Salary Discussion,Easy
Tableau,Product,Product Manager,2 Years,5,5,Hr Interview,Resume Discussion,Easy
Looker,Product,AI Engineer,5 Years,5,1,Technical Interview,DBMS,Hard
Looker,Product,AI Engineer,5 Years,5,1,Technical Interview,Data Structures & Algorithms,Medium
Looker,Product,AI Engineer,5 Years,5,1,Technical Interview,React,Hard
Looker,Product,AI Engineer,5 Years,5,2,Technical Interview,Data Structures & Algorithms,Hard
Looker,Product,AI Engineer,5 Years,5,2,Technical Interview,C++,Hard
Looker,Product,AI Engineer,5 Years,5,2,Technical Interview,Operating System,Medium
Looker,Product,AI Engineer,5 Years,5,3,System Design Interview,System Design,Medium
Looker,Product,AI Engineer,5 Years,5,4,Managerial Interview,Team & Leadership,Medium
Looker,Product,AI Engineer,5 Years,5,5,Hr Interview,Team & Leadership,Easy
Looker,Product,AI Engineer,5 Years,5,5,Hr Interview,Self Assessment,Easy
Looker,Product,AI Engineer,2 Years,5,1,Technical Interview,Operating System,Hard
Looker,Product,AI Engineer,2 Years,5,1,Technical Interview,Dynamic Programming,Hard
Looker,Product,AI Engineer,2 Years,5,1,Technical Interview,Spring Boot,Medium
